Datum,Anzahl der Fahrzeuge,Wochentag_sin,Wochentag_cos,Wochenende,Niederschlag,Sonnenscheindauer,Lufttemperatur
2015-02-24,43,0.7818314824680298,0.6234898018587336,0,0.001042752867570386,0.0,0.35294117647058826
2015-02-25,63,0.9749279121818236,-0.2225209339563143,0,0.002085505735140772,0.11267605633802819,0.34271099744245526
2015-02-26,105,0.4338837391175582,-0.900968867902419,0,0.0,0.6690140845070423,0.34271099744245526
2015-02-27,35,-0.433883739117558,-0.9009688679024191,0,0.08237747653806049,0.0,0.3017902813299233
2015-02-28,145,-0.9749279121818236,-0.2225209339563146,1,0.0,0.19014084507042256,0.370843989769821
2015-03-01,184,-0.7818314824680299,0.6234898018587334,1,0.08237747653806049,0.04929577464788732,0.411764705882353
2015-03-02,22,0.0,1.0,0,0.17831074035453598,0.0,0.42710997442455245
2015-03-03,73,0.7818314824680298,0.6234898018587336,0,0.02815432742440042,0.5985915492957746,0.4245524296675192
2015-03-04,48,0.9749279121818236,-0.2225209339563143,0,0.01981230448383733,0.1056338028169014,0.3657289002557545
2015-03-05,31,0.4338837391175582,-0.900968867902419,0,0.014598540145985404,0.014084507042253523,0.30946291560102307
2015-03-06,108,-0.433883739117558,-0.9009688679024191,0,0.0,0.7042253521126761,0.34271099744245526
2015-03-07,266,-0.9749279121818236,-0.2225209339563146,1,0.0,0.7042253521126761,0.36317135549872126
2015-03-08,668,-0.7818314824680299,0.6234898018587334,1,0.0,0.7112676056338029,0.40409207161125327
2015-03-09,102,0.0,1.0,0,0.0,0.676056338028169,0.45268542199488493
2015-03-10,103,0.7818314824680298,0.6234898018587336,0,0.001042752867570386,0.5563380281690141,0.46547314578005117
2015-03-11,43,0.9749279121818236,-0.2225209339563143,0,0.0,0.2323943661971831,0.46547314578005117
2015-03-12,99,0.4338837391175582,-0.900968867902419,0,0.0,0.7323943661971831,0.3580562659846548
2015-03-13,123,-0.433883739117558,-0.9009688679024191,0,0.0,0.7394366197183099,0.33503836317135555
2015-03-14,247,-0.9749279121818236,-0.2225209339563146,1,0.0,0.6901408450704226,0.32480818414322254
2015-03-15,557,-0.7818314824680299,0.6234898018587334,1,0.0,0.7323943661971831,0.370843989769821
2015-03-16,85,0.0,1.0,0,0.0,0.2676056338028169,0.5012787723785167
2015-03-17,81,0.7818314824680298,0.6234898018587336,0,0.0,0.1267605633802817,0.554987212276215
2015-03-18,134,0.9749279121818236,-0.2225209339563143,0,0.0,0.7323943661971831,0.5217391304347827
2015-03-19,252,0.4338837391175582,-0.900968867902419,0,0.0,0.7042253521126761,0.5038363171355499
2015-03-20,150,-0.433883739117558,-0.9009688679024191,0,0.0,0.7605633802816902,0.4603580562659847
2015-03-21,89,-0.9749279121818236,-0.2225209339563146,1,0.13555787278415019,0.0,0.4578005115089514
2015-03-22,371,-0.7818314824680299,0.6234898018587334,1,0.0,0.3028169014084507,0.4194373401534527
2015-03-23,93,0.0,1.0,0,0.0,0.6690140845070423,0.4501278772378517
2015-03-24,123,0.7818314824680298,0.6234898018587336,0,0.0,0.6126760563380281,0.5063938618925832
2015-03-25,94,0.9749279121818236,-0.2225209339563143,0,0.03232533889468196,0.2887323943661972,0.5294117647058825
2015-03-26,50,0.4338837391175582,-0.900968867902419,0,0.01981230448383733,0.1056338028169014,0.4552429667519182
2015-03-27,59,-0.433883739117558,-0.9009688679024191,0,0.001042752867570386,0.06338028169014084,0.4578005115089514
2015-03-28,402,-0.9749279121818236,-0.2225209339563146,1,0.04692387904066737,0.6971830985915494,0.48593350383631717
2015-03-29,251,-0.7818314824680299,0.6234898018587334,1,0.118873826903024,0.1056338028169014,0.5319693094629157
2015-03-30,48,0.0,1.0,0,0.08654848800834203,0.035211267605633804,0.5191815856777494
2015-03-31,97,0.7818314824680298,0.6234898018587336,0,0.09697601668404589,0.11267605633802819,0.5728900255754477
2015-04-01,45,0.9749279121818236,-0.2225209339563143,0,0.04796663190823775,0.09859154929577464,0.44501278772378516
2015-04-02,46,0.4338837391175582,-0.900968867902419,0,0.08759124087591243,0.0,0.38107416879795397
2015-04-03,233,-0.433883739117558,-0.9009688679024191,0,0.02815432742440042,0.6901408450704226,0.4245524296675192
2015-04-04,57,-0.9749279121818236,-0.2225209339563146,1,0.09176225234619395,0.0,0.42710997442455245
2015-04-05,252,-0.7818314824680299,0.6234898018587334,1,0.0,0.4647887323943662,0.40664961636828645
2015-04-06,406,0.0,1.0,0,0.008342022940563087,0.33098591549295775,0.32480818414322254
